Consolidate compiler generated dependencies of target dataAnalysis
[ 33%] Building CXX object CMakeFiles/dataAnalysis.dir/src/archiveReader.cpp.o
[ 66%] Linking CXX executable dataAnalysis
[100%] Built target dataAnalysis
AC 0 0 18696 2020-09-28
AC 0 1 34884 2020-09-28
AC 0 0 8473 2020-09-28
AC 0 0 9581 2020-09-28
AC 0 0 19299 2020-09-28
AC 0 0 19311 2020-09-28
AC 0 0 19955 2020-09-28
AC 0 0 18824 2020-09-28
AC 0 0 12241 2020-09-28
AC 0 23 413418 2020-09-28
AC 0 1 19351 2020-09-28
AC 0 0 6717 2020-09-28
AC 0 0 46511 2020-09-28
AC 0 0 23236 2020-09-28
AC 0 0 43151 2020-09-28
AC 0 1 19596 2020-09-28
AC 0 11 894470 2020-09-28
AC 0 0 15490 2020-09-29
AC 0 2 7534 2020-09-29
AC 0 1 26702 2020-09-29
AC 0 2 10420 2020-09-29
AC 0 3 12008 2020-09-29
AC 0 0 89072 2020-09-29
AC 0 0 18696 2020-09-29
AC 0 6 34884 2020-09-29
AC 0 1 8473 2020-09-29
AC 0 0 9581 2020-09-29
AC 0 9 19299 2020-09-29
AC 0 0 19311 2020-09-29
AC 0 1 19955 2020-09-29
AC 0 0 18824 2020-09-29
AC 0 0 12241 2020-09-29
AC 0 16 413418 2020-09-29
AC 0 0 19351 2020-09-29
AC 0 1 6717 2020-09-29
AC 0 13 46511 2020-09-29
AC 0 1 23236 2020-09-29
AC 0 67 43151 2020-09-29
AC 0 22 19596 2020-09-29
AC 0 145 894470 2020-09-29
AC 0 3 15490 2020-09-30
AC 0 9 7534 2020-09-30
AC -1 -12 26702 2020-09-30
AC 0 1 10420 2020-09-30
AC 1 2 12008 2020-09-30
AC 0 20 89072 2020-09-30
AC 0 7 18696 2020-09-30
AC 1 8 34884 2020-09-30
AC 0 0 8473 2020-09-30
AC 0 1 9581 2020-09-30
AC 0 20 19299 2020-09-30
AC 0 0 19311 2020-09-30
AC 0 0 19955 2020-09-30
AC 0 0 18824 2020-09-30
AC 0 0 12241 2020-09-30
AC 1 38 413418 2020-09-30
AC 0 0 19351 2020-09-30
AC 0 0 6717 2020-09-30
AC 0 8 46511 2020-09-30
AC 0 1 23236 2020-09-30
AC 0 72 43151 2020-09-30
AC 0 14 19596 2020-09-30
AC 2 192 894470 2020-09-30
AC 0 0 15490 2020-10-01
AC 0 1 7534 2020-10-01
AC 0 0 26702 2020-10-01
AC 0 1 10420 2020-10-01
AC 0 0 12008 2020-10-01
AC 0 12 89072 2020-10-01
AC 0 0 18696 2020-10-01
AC 0 1 34884 2020-10-01
AC 0 0 8473 2020-10-01
AC 0 0 9581 2020-10-01
AC 0 7 19299 2020-10-01
AC 0 52 19311 2020-10-01
AC 0 1 19955 2020-10-01
AC 0 0 18824 2020-10-01
AC 0 2 12241 2020-10-01
AC 2 23 413418 2020-10-01
AC 0 0 19351 2020-10-01
AC 0 0 6717 2020-10-01
AC 0 12 46511 2020-10-01
AC 0 0 23236 2020-10-01
AC 0 63 43151 2020-10-01
AC 0 12 19596 2020-10-01
AC 2 187 894470 2020-10-01
AC 0 0 15490 2020-10-02
AC 0 0 7534 2020-10-02
AC 0 0 26702 2020-10-02
AC 0 0 10420 2020-10-02
AC 0 0 12008 2020-10-02
AC 0 0 89072 2020-10-02
AC 0 0 18696 2020-10-02
AC 0 0 34884 2020-10-02
AC 0 0 8473 2020-10-02
AC 0 0 9581 2020-10-02
AC 0 0 19299 2020-10-02
AC 0 0 19311 2020-10-02
AC 0 0 19955 2020-10-02
AC 0 0 18824 2020-10-02
AC 0 0 12241 2020-10-02
AC 0 0 413418 2020-10-02
AC 0 0 19351 2020-10-02
AC 0 0 6717 2020-10-02
AC 0 0 46511 2020-10-02
AC 0 0 23236 2020-10-02
AC 0 0 43151 2020-10-02
AC 0 0 19596 2020-10-02
AC 3 146 894470 2020-10-02
AC 0 1 15490 2020-10-03
AC 0 10 7534 2020-10-03
AC 0 0 26702 2020-10-03
AC 0 0 10420 2020-10-03
AC 0 0 12008 2020-10-03
AC 0 7 89072 2020-10-03
AC 0 3 18696 2020-10-03
AC 0 9 34884 2020-10-03
AC 0 0 8473 2020-10-03
AC 0 3 9581 2020-10-03
AC 0 3 19299 2020-10-03
AC 0 18 19311 2020-10-03
AC 0 0 19955 2020-10-03
AC 0 4 18824 2020-10-03
AC 0 0 12241 2020-10-03
AC 6 37 413418 2020-10-03
AC 0 2 19351 2020-10-03
AC 0 22 6717 2020-10-03
AC 0 10 46511 2020-10-03
AC 0 0 23236 2020-10-03
AC 0 102 43151 2020-10-03
AC 0 22 19596 2020-10-03
AC 3 107 894470 2020-10-03
AC 0 0 15490 2020-10-04
AC 0 0 7534 2020-10-04
AC 0 0 26702 2020-10-04
AC 0 0 10420 2020-10-04
AC 0 0 12008 2020-10-04
AC 0 0 89072 2020-10-04
AC 0 0 18696 2020-10-04
AC 0 0 34884 2020-10-04
AC 0 0 8473 2020-10-04
AC 0 0 9581 2020-10-04
AC 0 0 19299 2020-10-04
AC 0 1 19311 2020-10-04
AC 0 0 19955 2020-10-04
AC 0 1 18824 2020-10-04
AC 0 0 12241 2020-10-04
AC 0 7 413418 2020-10-04
AC 0 0 19351 2020-10-04
AC 0 0 6717 2020-10-04
AC 0 0 46511 2020-10-04
AC 0 0 23236 2020-10-04
AC 0 0 43151 2020-10-04
AC 0 1 19596 2020-10-04
AC 0 10 894470 2020-10-04
AC 0 0 15490 2020-10-05
AC 0 0 7534 2020-10-05
AC 0 2 26702 2020-10-05
AC 0 0 10420 2020-10-05
AC 0 0 12008 2020-10-05
AC 0 1 89072 2020-10-05
AC 0 1 18696 2020-10-05
AC 0 1 34884 2020-10-05
AC 0 0 8473 2020-10-05
AC 0 0 9581 2020-10-05
AC 0 1 19299 2020-10-05
AC 0 1 19311 2020-10-05
AC 0 0 19955 2020-10-05
AC 0 0 18824 2020-10-05
AC 0 0 12241 2020-10-05
AC 0 8 413418 2020-10-05
AC 0 0 19351 2020-10-05
AC 0 0 6717 2020-10-05
AC 0 0 46511 2020-10-05
AC 0 0 23236 2020-10-05
AC 0 0 43151 2020-10-05
AC 0 0 19596 2020-10-05
AC 0 15 894470 2020-10-05
AC 0 0 15490 2020-10-06
AC 0 0 7534 2020-10-06
AC 0 3 26702 2020-10-06
AC 0 6 10420 2020-10-06
AC 0 0 12008 2020-10-06
AC 0 19 89072 2020-10-06
AC 0 0 18696 2020-10-06
AC 0 0 34884 2020-10-06
AC 0 1 8473 2020-10-06
AC 0 1 9581 2020-10-06
AC 0 3 19299 2020-10-06
AC 0 0 19311 2020-10-06
AC 0 0 19955 2020-10-06
AC 0 2 18824 2020-10-06
AC 0 0 12241 2020-10-06
AC 1 18 413418 2020-10-06
AC 0 0 19351 2020-10-06
AC 0 1 6717 2020-10-06
AC 0 9 46511 2020-10-06
AC 0 0 23236 2020-10-06
AC 0 31 43151 2020-10-06
AC 0 24 19596 2020-10-06
AC 1 118 894470 2020-10-06
AC 0 0 15490 2020-10-07
AC 0 0 7534 2020-10-07
AC 0 0 26702 2020-10-07
AC 0 0 10420 2020-10-07
AC 0 0 12008 2020-10-07
AC 0 -1 89072 2020-10-07
AC 0 0 18696 2020-10-07
AC 0 0 34884 2020-10-07
AC 0 0 8473 2020-10-07
AC 0 0 9581 2020-10-07
AC 0 0 19299 2020-10-07
AC 0 0 19311 2020-10-07
AC 0 0 19955 2020-10-07
AC 0 0 18824 2020-10-07
AC 0 0 12241 2020-10-07
AC 0 14 413418 2020-10-07
AC 0 0 19351 2020-10-07
AC 0 0 6717 2020-10-07
AC 0 0 46511 2020-10-07
AC 0 0 23236 2020-10-07
AC 0 0 43151 2020-10-07
AC 0 0 19596 2020-10-07
AC 0 13 894470 2020-10-07
AC 0 0 15490 2020-10-08
AC 0 0 7534 2020-10-08
AC 0 0 26702 2020-10-08
AC 0 2 10420 2020-10-08
AC 0 0 12008 2020-10-08
AC 0 1 89072 2020-10-08
AC 0 0 18696 2020-10-08
AC 0 0 34884 2020-10-08
AC 0 0 8473 2020-10-08
AC 0 0 9581 2020-10-08
AC 0 0 19299 2020-10-08
AC 0 0 19311 2020-10-08
AC 0 0 19955 2020-10-08
AC 0 0 18824 2020-10-08
AC 0 0 12241 2020-10-08
AC 0 13 413418 2020-10-08
AC 0 0 19351 2020-10-08
AC 0 0 6717 2020-10-08
AC 1 0 46511 2020-10-08
AC 0 0 23236 2020-10-08
AC 0 0 43151 2020-10-08
AC 0 0 19596 2020-10-08
AC 1 16 894470 2020-10-08
AC 1 5 15490 2020-10-09
AC 0 10 7534 2020-10-09
AC 0 0 26702 2020-10-09
AC 0 0 10420 2020-10-09
AC 0 0 12008 2020-10-09
AC 1 3 89072 2020-10-09
AC 0 1 18696 2020-10-09
AC 0 4 34884 2020-10-09
AC 0 1 8473 2020-10-09
AC 0 6 9581 2020-10-09
AC 0 10 19299 2020-10-09
AC 1 12 19311 2020-10-09
AC 0 1 19955 2020-10-09
AC 0 1 18824 2020-10-09
AC 0 0 12241 2020-10-09
AC 2 40 413418 2020-10-09
AC 0 8 19351 2020-10-09
AC 0 0 6717 2020-10-09
AC 0 14 46511 2020-10-09
AC 0 0 23236 2020-10-09
AC 0 33 43151 2020-10-09
AC 0 34 19596 2020-10-09
AC 5 183 894470 2020-10-09
AC 0 1 15490 2020-10-10
AC 0 0 7534 2020-10-10
AC 0 0 26702 2020-10-10
AC 0 0 10420 2020-10-10
AC 0 0 12008 2020-10-10
AC 0 0 89072 2020-10-10
AC 0 0 18696 2020-10-10
AC 0 0 34884 2020-10-10
AC 0 0 8473 2020-10-10
AC 0 0 9581 2020-10-10
AC 0 1 19299 2020-10-10
AC 0 0 19311 2020-10-10
AC 0 0 19955 2020-10-10
AC 0 0 18824 2020-10-10
AC 0 0 12241 2020-10-10
AC 0 12 413418 2020-10-10
AC 0 0 19351 2020-10-10
AC 0 0 6717 2020-10-10
AC 0 0 46511 2020-10-10
AC 0 0 23236 2020-10-10
AC 0 0 43151 2020-10-10
AC 0 0 19596 2020-10-10
AC 0 14 894470 2020-10-10
AC 0 0 15490 2020-10-11
AC 0 0 7534 2020-10-11
AC 0 0 26702 2020-10-11
AC 0 0 10420 2020-10-11
AC 0 0 12008 2020-10-11
AC 0 1 89072 2020-10-11
AC 0 0 18696 2020-10-11
AC 0 1 34884 2020-10-11
AC 0 0 8473 2020-10-11
AC 0 0 9581 2020-10-11
AC 0 1 19299 2020-10-11
AC 0 0 19311 2020-10-11
AC 0 0 19955 2020-10-11
AC 0 0 18824 2020-10-11
AC 0 0 12241 2020-10-11
AC 0 16 413418 2020-10-11
AC 0 0 19351 2020-10-11
AC 0 0 6717 2020-10-11
AC 0 0 46511 2020-10-11
AC 0 0 23236 2020-10-11
AC 0 0 43151 2020-10-11
AC 0 0 19596 2020-10-11
AC 0 19 894470 2020-10-11
AC 0 0 15490 2020-10-12
AC 0 0 7534 2020-10-12
AC 0 0 26702 2020-10-12
AC 0 0 10420 2020-10-12
AC 0 0 12008 2020-10-12
AC 0 0 89072 2020-10-12
AC 0 0 18696 2020-10-12
AC 0 0 34884 2020-10-12
AC 0 0 8473 2020-10-12
AC 0 0 9581 2020-10-12
AC 0 0 19299 2020-10-12
AC 0 0 19311 2020-10-12
AC 0 0 19955 2020-10-12
AC 0 0 18824 2020-10-12
AC 0 0 12241 2020-10-12
AC 1 13 413418 2020-10-12
AC 0 0 19351 2020-10-12
AC 0 0 6717 2020-10-12
AC 0 0 46511 2020-10-12
AC 0 0 23236 2020-10-12
AC 0 0 43151 2020-10-12
AC 0 0 19596 2020-10-12
AC 1 13 894470 2020-10-12
AC 0 0 15490 2020-10-13
AC 0 1 7534 2020-10-13
AC 0 2 26702 2020-10-13
AC 0 2 10420 2020-10-13
AC 0 0 12008 2020-10-13
AC 0 15 89072 2020-10-13
AC 0 1 18696 2020-10-13
AC 0 2 34884 2020-10-13
AC 0 0 8473 2020-10-13
AC 0 4 9581 2020-10-13
AC 0 9 19299 2020-10-13
AC 0 50 19311 2020-10-13
AC 0 2 19955 2020-10-13
AC 0 0 18824 2020-10-13
AC 0 0 12241 2020-10-13
AC 0 39 413418 2020-10-13
AC 0 -1 19351 2020-10-13
AC 0 0 6717 2020-10-13
AC 0 27 46511 2020-10-13
AC 0 2 23236 2020-10-13
AC 0 14 43151 2020-10-13
AC 0 40 19596 2020-10-13
AC 0 209 894470 2020-10-13
AC 0 0 15490 2020-10-14
AC 0 0 7534 2020-10-14
AC 0 0 26702 2020-10-14
AC 0 0 10420 2020-10-14
AC 0 0 12008 2020-10-14
AC 0 1 89072 2020-10-14
AC 0 0 18696 2020-10-14
AC 0 0 34884 2020-10-14
AC 0 0 8473 2020-10-14
AC 0 0 9581 2020-10-14
AC 0 0 19299 2020-10-14
AC 0 0 19311 2020-10-14
AC 0 0 19955 2020-10-14
AC 0 0 18824 2020-10-14
AC 0 0 12241 2020-10-14
AC 1 28 413418 2020-10-14
AC 0 0 19351 2020-10-14
AC 0 0 6717 2020-10-14
AC 0 0 46511 2020-10-14
AC 0 0 23236 2020-10-14
AC 0 0 43151 2020-10-14
AC 0 0 19596 2020-10-14
AC 1 29 894470 2020-10-14
AC 0 0 15490 2020-10-15
AC 0 -1 7534 2020-10-15
AC 0 0 26702 2020-10-15
AC 0 1 10420 2020-10-15
AC 0 0 12008 2020-10-15
AC 0 15 89072 2020-10-15
AC 0 2 18696 2020-10-15
AC 0 0 34884 2020-10-15
AC 0 0 8473 2020-10-15
AC 0 0 9581 2020-10-15
AC 0 14 19299 2020-10-15
AC 0 1 19311 2020-10-15
AC 0 1 19955 2020-10-15
AC 0 0 18824 2020-10-15
AC 0 0 12241 2020-10-15
AC 1 32 413418 2020-10-15
AC 0 7 19351 2020-10-15
AC 0 0 6717 2020-10-15
AC 0 7 46511 2020-10-15
AC 0 1 23236 2020-10-15
AC 0 12 43151 2020-10-15
AC 0 13 19596 2020-10-15
AC 1 105 894470 2020-10-15
AC 0 1 15490 2020-10-16
AC 0 49 7534 2020-10-16
AC 0 1 26702 2020-10-16
AC 0 1 10420 2020-10-16
AC 0 0 12008 2020-10-16
AC 0 14 89072 2020-10-16
AC 0 0 18696 2020-10-16
AC 0 2 34884 2020-10-16
AC 0 0 8473 2020-10-16
AC 0 0 9581 2020-10-16
AC 1 5 19299 2020-10-16
AC 0 3 19311 2020-10-16
AC 0 0 19955 2020-10-16
AC 1 0 18824 2020-10-16
AC 0 1 12241 2020-10-16
AC 0 39 413418 2020-10-16
AC 0 9 19351 2020-10-16
AC 0 0 6717 2020-10-16
AC 0 21 46511 2020-10-16
AC 0 1 23236 2020-10-16
AC 0 0 43151 2020-10-16
AC 0 45 19596 2020-10-16
AC 2 192 894470 2020-10-16
AC 0 1 15490 2020-10-17
AC 0 2 7534 2020-10-17
AC 0 0 26702 2020-10-17
AC 0 2 10420 2020-10-17
AC 0 0 12008 2020-10-17
AC 0 9 89072 2020-10-17
AC 0 2 18696 2020-10-17
AC 0 7 34884 2020-10-17
AC 0 0 8473 2020-10-17
AC 0 1 9581 2020-10-17
AC 0 6 19299 2020-10-17
AC 0 9 19311 2020-10-17
AC 0 0 19955 2020-10-17
AC 0 0 18824 2020-10-17
AC 0 0 12241 2020-10-17
AC 0 35 413418 2020-10-17
AC 0 5 19351 2020-10-17
AC 0 0 6717 2020-10-17
AC 0 12 46511 2020-10-17
AC 0 0 23236 2020-10-17
AC 0 0 43151 2020-10-17
AC 0 4 19596 2020-10-17
AC 0 95 894470 2020-10-17
AC 0 0 15490 2020-10-18
AC 0 0 7534 2020-10-18
AC 0 2 26702 2020-10-18
AC 0 0 10420 2020-10-18
AC 0 0 12008 2020-10-18
AC 0 1 89072 2020-10-18
AC 0 0 18696 2020-10-18
AC 0 0 34884 2020-10-18
AC 0 0 8473 2020-10-18
AC 0 0 9581 2020-10-18
AC 0 0 19299 2020-10-18
AC 0 0 19311 2020-10-18
AC 0 0 19955 2020-10-18
AC 0 0 18824 2020-10-18
AC 0 0 12241 2020-10-18
AC 0 22 413418 2020-10-18
AC 0 0 19351 2020-10-18
AC 0 0 6717 2020-10-18
AC 0 0 46511 2020-10-18
AC 0 0 23236 2020-10-18
AC 0 0 43151 2020-10-18
AC 0 0 19596 2020-10-18
AC 0 25 894470 2020-10-18
AC 0 5 15490 2020-10-19
AC 0 0 7534 2020-10-19
AC 0 0 26702 2020-10-19
AC 0 0 10420 2020-10-19
AC 0 0 12008 2020-10-19
AC 0 3 89072 2020-10-19
AC 0 1 18696 2020-10-19
AC 0 0 34884 2020-10-19
AC 0 0 8473 2020-10-19
AC 0 0 9581 2020-10-19
AC 0 0 19299 2020-10-19
AC 0 0 19311 2020-10-19
AC 0 0 19955 2020-10-19
AC 0 0 18824 2020-10-19
AC 0 0 12241 2020-10-19
AC 0 35 413418 2020-10-19
AC 0 1 19351 2020-10-19
AC 0 0 6717 2020-10-19
AC 0 0 46511 2020-10-19
AC 0 2 23236 2020-10-19
AC 0 0 43151 2020-10-19
AC 0 0 19596 2020-10-19
AC 0 47 894470 2020-10-19
AC 0 0 15490 2020-10-20
AC 0 6 7534 2020-10-20
AC 0 1 26702 2020-10-20
AC 0 2 10420 2020-10-20
AC 0 1 12008 2020-10-20
AC 1 7 89072 2020-10-20
AC 0 0 18696 2020-10-20
AC 0 0 34884 2020-10-20
AC 0 0 8473 2020-10-20
AC 0 3 9581 2020-10-20
AC 0 1 19299 2020-10-20
AC 0 5 19311 2020-10-20
AC 0 0 19955 2020-10-20
AC 0 0 18824 2020-10-20
AC 0 0 12241 2020-10-20
AC 2 26 413418 2020-10-20
AC 0 0 19351 2020-10-20
AC 0 0 6717 2020-10-20
AC 0 34 46511 2020-10-20
AC 0 1 23236 2020-10-20
AC 0 0 43151 2020-10-20
AC 0 13 19596 2020-10-20
AC 3 100 894470 2020-10-20
AC 0 0 15490 2020-10-21
AC 0 0 7534 2020-10-21
AC 0 0 26702 2020-10-21
AC 0 1 10420 2020-10-21
AC 0 0 12008 2020-10-21
AC 0 15 89072 2020-10-21
AC 0 0 18696 2020-10-21
AC 0 0 34884 2020-10-21
AC 0 0 8473 2020-10-21
AC 0 4 9581 2020-10-21
AC 0 0 19299 2020-10-21
AC 0 2 19311 2020-10-21
AC 0 1 19955 2020-10-21
AC 0 0 18824 2020-10-21
AC 0 1 12241 2020-10-21
AC 0 27 413418 2020-10-21
AC 0 0 19351 2020-10-21
AC 0 0 6717 2020-10-21
AC 0 4 46511 2020-10-21
AC 0 0 23236 2020-10-21
AC 0 0 43151 2020-10-21
AC 0 5 19596 2020-10-21
AC 0 60 894470 2020-10-21
AC 0 0 15490 2020-10-22
AC 0 1 7534 2020-10-22
AC 0 6 26702 2020-10-22
AC 0 2 10420 2020-10-22
AC 0 0 12008 2020-10-22
AC 0 3 89072 2020-10-22
AC 0 0 18696 2020-10-22
AC 2 2 34884 2020-10-22
AC 0 0 8473 2020-10-22
AC 0 2 9581 2020-10-22
AC 0 1 19299 2020-10-22
AC 0 14 19311 2020-10-22
AC 0 0 19955 2020-10-22
AC 0 0 18824 2020-10-22
AC 0 0 12241 2020-10-22
AC 1 58 413418 2020-10-22
AC 0 0 19351 2020-10-22
AC 0 0 6717 2020-10-22
AC 0 6 46511 2020-10-22
AC 0 1 23236 2020-10-22
AC 0 0 43151 2020-10-22
AC 0 7 19596 2020-10-22
AC 3 103 894470 2020-10-22
AC 0 4 15490 2020-10-23
AC 0 1 7534 2020-10-23
AC 0 1 26702 2020-10-23
AC 0 2 10420 2020-10-23
AC 0 0 12008 2020-10-23
AC 0 5 89072 2020-10-23
AC 0 0 18696 2020-10-23
AC 0 5 34884 2020-10-23
AC 0 0 8473 2020-10-23
AC 0 0 9581 2020-10-23
AC 0 0 19299 2020-10-23
AC 0 10 19311 2020-10-23
AC 0 0 19955 2020-10-23
AC 0 0 18824 2020-10-23
AC 0 0 12241 2020-10-23
AC 1 44 413418 2020-10-23
AC 0 1 19351 2020-10-23
AC 0 0 6717 2020-10-23
AC 0 6 46511 2020-10-23
AC 0 0 23236 2020-10-23
AC 0 -1 43151 2020-10-23
AC 0 15 19596 2020-10-23
AC 1 93 894470 2020-10-23
AC 0 2 15490 2020-10-24
AC 0 1 7534 2020-10-24
AC 0 9 26702 2020-10-24
AC 0 1 10420 2020-10-24
AC 0 0 12008 2020-10-24
AC 0 7 89072 2020-10-24
AC 0 1 18696 2020-10-24
AC 0 2 34884 2020-10-24
AC 0 0 8473 2020-10-24
AC 0 1 9581 2020-10-24
AC 0 4 19299 2020-10-24
AC 0 9 19311 2020-10-24
AC 0 0 19955 2020-10-24
AC 0 0 18824 2020-10-24
AC 0 0 12241 2020-10-24
AC 0 37 413418 2020-10-24
AC 0 0 19351 2020-10-24
AC 0 0 6717 2020-10-24
AC 0 3 46511 2020-10-24
AC 0 0 23236 2020-10-24
AC 0 10 43151 2020-10-24
AC 0 9 19596 2020-10-24
AC 0 96 894470 2020-10-24
AC 0 0 15490 2020-10-25
AC 0 0 7534 2020-10-25
AC 0 0 26702 2020-10-25
AC 0 1 10420 2020-10-25
AC 0 0 12008 2020-10-25
AC 0 0 89072 2020-10-25
AC 0 0 18696 2020-10-25
AC 0 2 34884 2020-10-25
AC 0 0 8473 2020-10-25
AC 0 0 9581 2020-10-25
AC 1 0 19299 2020-10-25
AC 0 0 19311 2020-10-25
AC 0 2 19955 2020-10-25
AC 0 1 18824 2020-10-25
AC 0 0 12241 2020-10-25
AC 0 81 413418 2020-10-25
AC 0 0 19351 2020-10-25
AC 0 0 6717 2020-10-25
AC 0 0 46511 2020-10-25
AC 0 0 23236 2020-10-25
AC 0 0 43151 2020-10-25
AC 0 0 19596 2020-10-25
AC 1 87 894470 2020-10-25
AC 0 -1 15490 2020-10-26
AC 0 0 7534 2020-10-26
AC 0 2 26702 2020-10-26
AC 0 0 10420 2020-10-26
AC 0 0 12008 2020-10-26
AC 0 2 89072 2020-10-26
AC 0 0 18696 2020-10-26
AC 0 0 34884 2020-10-26
AC 0 0 8473 2020-10-26
AC 0 0 9581 2020-10-26
AC 0 0 19299 2020-10-26
AC 0 0 19311 2020-10-26
AC 0 0 19955 2020-10-26
AC 0 0 18824 2020-10-26
AC 0 0 12241 2020-10-26
AC 2 9 413418 2020-10-26
AC 0 0 19351 2020-10-26
AC 0 0 6717 2020-10-26
AC 0 1 46511 2020-10-26
AC 0 0 23236 2020-10-26
AC 0 0 43151 2020-10-26
AC 0 0 19596 2020-10-26
AC 2 13 894470 2020-10-26
AC 0 0 15490 2020-10-27
AC 0 0 7534 2020-10-27
AC 0 -1 26702 2020-10-27
AC 0 3 10420 2020-10-27
AC 0 0 12008 2020-10-27
AC 0 4 89072 2020-10-27
AC 0 2 18696 2020-10-27
AC 0 0 34884 2020-10-27
AC 0 0 8473 2020-10-27
AC 0 6 9581 2020-10-27
AC 0 12 19299 2020-10-27
AC 0 -1 19311 2020-10-27
AC 0 0 19955 2020-10-27
AC 0 1 18824 2020-10-27
AC 0 1 12241 2020-10-27
AC 1 17 413418 2020-10-27
AC 0 0 19351 2020-10-27
AC 0 0 6717 2020-10-27
AC 0 2 46511 2020-10-27
AC 0 1 23236 2020-10-27
AC 0 10 43151 2020-10-27
AC 0 6 19596 2020-10-27
AC 1 63 894470 2020-10-27
AC 0 1 15490 2020-10-28
AC 0 1 7534 2020-10-28
AC 0 0 26702 2020-10-28
AC 0 0 10420 2020-10-28
AC 0 0 12008 2020-10-28
AC 0 6 89072 2020-10-28
AC 0 1 18696 2020-10-28
AC 0 0 34884 2020-10-28
AC 0 0 8473 2020-10-28
AC 0 1 9581 2020-10-28
AC 0 1 19299 2020-10-28
AC 0 3 19311 2020-10-28
AC 0 0 19955 2020-10-28
AC 0 0 18824 2020-10-28
AC 0 0 12241 2020-10-28
AC 1 133 413418 2020-10-28
AC 0 0 19351 2020-10-28
AC 0 0 6717 2020-10-28
AC 0 5 46511 2020-10-28
AC 0 1 23236 2020-10-28
AC 0 8 43151 2020-10-28
AC 0 4 19596 2020-10-28
AC 1 165 894470 2020-10-28
AC 0 1 15490 2020-10-29
AC 0 0 7534 2020-10-29
AC 0 2 26702 2020-10-29
AC 0 1 10420 2020-10-29
AC 0 0 12008 2020-10-29
AC 0 6 89072 2020-10-29
AC 0 0 18696 2020-10-29
AC 0 0 34884 2020-10-29
AC 0 0 8473 2020-10-29
AC 0 2 9581 2020-10-29
AC 0 13 19299 2020-10-29
AC 0 7 19311 2020-10-29
AC 0 0 19955 2020-10-29
AC 0 0 18824 2020-10-29
AC 0 0 12241 2020-10-29
AC 1 54 413418 2020-10-29
AC 0 0 19351 2020-10-29
AC 0 0 6717 2020-10-29
AC 0 5 46511 2020-10-29
AC 0 0 23236 2020-10-29
AC 0 1 43151 2020-10-29
AC 0 1 19596 2020-10-29
AC 1 93 894470 2020-10-29
AC 0 0 15490 2020-10-30
AC 0 0 7534 2020-10-30
AC 0 1 26702 2020-10-30
AC 0 1 10420 2020-10-30
AC 0 0 12008 2020-10-30
AC 1 3 89072 2020-10-30
AC 0 1 18696 2020-10-30
AC 0 0 34884 2020-10-30
AC 0 0 8473 2020-10-30
AC 0 2 9581 2020-10-30
AC 0 -1 19299 2020-10-30
AC 0 1 19311 2020-10-30
AC 0 3 19955 2020-10-30
AC 0 2 18824 2020-10-30
AC 0 0 12241 2020-10-30
AC 0 87 413418 2020-10-30
AC 0 0 19351 2020-10-30
AC 0 0 6717 2020-10-30
AC 0 2 46511 2020-10-30
AC 0 5 23236 2020-10-30
AC 0 9 43151 2020-10-30
AC 0 4 19596 2020-10-30
AC 1 120 894470 2020-10-30
AC 0 0 15490 2020-10-31
AC 0 0 7534 2020-10-31
AC 0 0 26702 2020-10-31
AC 0 0 10420 2020-10-31
AC 0 0 12008 2020-10-31
AC 0 1 89072 2020-10-31
AC 0 0 18696 2020-10-31
AC 0 0 34884 2020-10-31
AC 0 0 8473 2020-10-31
AC 0 0 9581 2020-10-31
AC 0 0 19299 2020-10-31
AC 0 25 19311 2020-10-31
AC 0 0 19955 2020-10-31
AC 0 0 18824 2020-10-31
AC 0 0 12241 2020-10-31
AC 0 10 413418 2020-10-31
AC 0 2 19351 2020-10-31
AC 0 0 6717 2020-10-31
AC 0 0 46511 2020-10-31
AC 0 0 23236 2020-10-31
AC 0 0 43151 2020-10-31
AC 0 0 19596 2020-10-31
AC 0 38 894470 2020-10-31
AC 0 0 15490 2020-11-01
AC 0 0 7534 2020-11-01
AC 0 0 26702 2020-11-01
AC 0 0 10420 2020-11-01
AC 0 0 12008 2020-11-01
AC 0 4 89072 2020-11-01
AC 0 1 18696 2020-11-01
AC 0 5 34884 2020-11-01
AC 0 0 8473 2020-11-01
AC 0 0 9581 2020-11-01
AC 0 0 19299 2020-11-01
AC 0 0 19311 2020-11-01
AC 0 0 19955 2020-11-01
AC 0 0 18824 2020-11-01
AC 0 1 12241 2020-11-01
AC 0 143 413418 2020-11-01
AC 0 0 19351 2020-11-01
AC 0 0 6717 2020-11-01
AC 0 0 46511 2020-11-01
AC 0 1 23236 2020-11-01
AC 0 0 43151 2020-11-01
AC 0 0 19596 2020-11-01
AC 0 155 894470 2020-11-01
AC 0 0 15490 2020-11-02
AC 0 0 7534 2020-11-02
AC 0 0 26702 2020-11-02
AC 0 0 10420 2020-11-02
AC 0 0 12008 2020-11-02
AC 0 2 89072 2020-11-02
AC 0 0 18696 2020-11-02
AC 0 0 34884 2020-11-02
AC 0 0 8473 2020-11-02
AC 0 0 9581 2020-11-02
AC 0 0 19299 2020-11-02
AC 0 0 19311 2020-11-02
AC 0 0 19955 2020-11-02
AC 0 0 18824 2020-11-02
AC 0 0 12241 2020-11-02
AC 0 1 413418 2020-11-02
AC 0 0 19351 2020-11-02
